x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y
6.8333232e-001,5.1591606e-001,1.9515479e-002,2.5416907e-001,5.8983644e-002,4.4492700e-001,9.4816704e-001,3.0092135e-001,6.7435882e-001,7.5542009e-001,1.6069355e+001
2.1255986e-001,9.0307262e-002,8.1275205e-001,3.5040783e-001,9.1062908e-001,3.3123982e-001,1.7788048e-001,1.8057485e-001,6.5226943e-001,6.8139111e-002,9.7725582e+000
8.3923824e-001,7.3531149e-001,9.8281444e-001,6.1301262e-001,9.2813668e-001,1.2069898e-002,5.2831718e-001,9.0310573e-001,8.4906622e-001,7.2033621e-001,2.5261675e+001
6.2878460e-001,4.7121623e-003,3.1183581e-001,3.3772449e-001,8.4601108e-001,2.8115784e-001,4.4657674e-001,9.3286338e-001,2.8332140e-001,1.5308430e-002,9.8969880e+000
1.3377275e-001,6.0312312e-001,3.7890843e-001,6.3599207e-001,4.0668144e-001,8.8951054e-002,7.7226529e-001,4.9221382e-001,9.8349877e-001,7.0815451e-002,1.0647744e+001
2.0713273e-001,9.5686666e-001,7.4802945e-001,5.1660442e-001,3.2235099e-001,9.4356074e-001,1.7098190e-001,9.5283087e-001,5.0259241e-001,5.9501863e-001,1.2993382e+001
6.0719894e-001,3.9743193e-001,4.4283008e-001,5.1953556e-001,6.1453597e-001,5.8899673e-001,9.3542188e-001,1.1863204e-001,7.1032566e-001,3.9106034e-001,1.4962714e+001
6.2988785e-001,7.3155079e-001,9.9891501e-002,6.2644921e-001,6.0053257e-001,6.6567782e-001,3.1264715e-001,4.4260421e-001,3.7160016e-001,4.2090972e-001,2.3056161e+001
3.7047683e-001,6.8463883e-001,9.9262245e-001,9.4918872e-001,9.3911826e-001,4.2301618e-001,7.6960955e-001,1.5198140e-001,3.3360772e-001,4.4407792e-002,2.5338345e+001
5.7514778e-001,9.7850302e-001,5.3626196e-001,2.2348371e-001,2.7589878e-001,8.3424152e-002,7.8182607e-001,1.0254614e-001,1.9652634e-001,2.0263936e-001,1.2245424e+001
4.5142483e-001,2.0378517e-001,1.3454797e-001,9.9464291e-001,8.5985408e-001,1.7315107e-001,6.7569268e-001,6.9303174e-001,4.5279454e-001,5.8138011e-002,1.9646936e+001
4.3895325e-002,5.9330284e-001,1.3130000e-001,8.7740525e-001,4.5753741e-001,1.5221719e-001,3.0210712e-001,6.7482533e-001,3.4704556e-002,2.8462774e-001,1.4532499e+001
2.7185123e-002,9.5156252e-001,8.6399368e-001,6.2594636e-001,6.0021796e-001,2.3228682e-001,9.6084087e-002,1.0075801e-001,2.5217310e-001,1.5488122e-001,1.3207461e+001
3.1268505e-001,2.6027241e-001,7.0827249e-001,2.1187830e-001,7.9193644e-001,7.4143446e-001,6.6210299e-001,2.2331066e-001,6.6682435e-001,1.0445250e-002,8.8794902e+000
1.2862575e-002,5.1467762e-001,9.9824070e-001,9.1554109e-001,6.4146031e-001,8.4703406e-001,3.4297525e-001,9.4471536e-001,9.7522473e-001,5.9277661e-001,1.7385881e+001
3.8396729e-001,6.3633190e-001,8.1575692e-001,1.3425123e-001,7.0117674e-001,7.8197729e-001,9.1497920e-001,6.2578973e-001,1.9899444e-001,7.8206283e-001,1.3351704e+001
6.8311597e-001,4.0095911e-001,7.8223987e-001,9.6806506e-001,6.1464348e-001,5.0904303e-001,2.2103150e-001,2.8487549e-001,9.2910757e-001,3.2633294e-001,2.1849328e+001
9.2842462e-002,4.8661131e-001,7.6361575e-001,6.1990608e-001,6.8823165e-001,9.5569357e-001,5.2591534e-001,6.3732258e-001,3.5992728e-001,5.5885897e-001,1.3979791e+001
3.5338324e-002,7.5045811e-001,9.0497524e-001,6.4077082e-001,7.8711226e-001,4.0466214e-001,9.9252772e-001,5.6355037e-001,8.2046566e-001,6.0628802e-001,1.3849070e+001
6.1239548e-001,1.2619673e-001,1.0312187e-001,1.3569430e-002,9.5155017e-001,5.5251879e-001,8.4799575e-001,6.4879989e-001,1.2001315e-001,4.8893905e-001,9.1004403e+000
6.0854036e-001,4.3062482e-002,2.1171038e-001,7.8953296e-001,9.0850545e-001,4.0704198e-001,8.8069878e-001,5.5760011e-001,1.3728469e-001,8.2746860e-001,1.5391791e+001
1.5759818e-002,3.7093934e-001,8.5108862e-001,8.9955540e-001,8.9309375e-001,1.9048205e-001,3.2475619e-001,8.8387236e-001,5.1750051e-001,7.7371653e-002,1.5206365e+001
1.6354934e-002,6.9330212e-001,7.4296516e-001,2.1781955e-003,6.1480597e-001,2.4611308e-001,1.7402841e-001,3.1229913e-001,6.2246631e-001,5.4040592e-001,4.6684798e+000
1.9007459e-001,9.3582494e-001,4.0507100e-001,5.1633626e-001,1.3771771e-001,9.3164956e-001,6.1929507e-001,6.0724845e-001,1.0627966e-001,2.2019809e-002,1.0706474e+001
5.8691847e-001,4.7757561e-001,3.0504181e-001,6.2442711e-001,8.6745245e-001,1.0678629e-001,7.8193464e-001,7.0458510e-001,4.2424580e-001,9.9921423e-001,1.9588201e+001
5.7581090e-002,1.2910010e-001,4.7419497e-001,2.6518925e-001,4.3026383e-001,1.0076770e-002,1.8199027e-001,8.3451069e-001,1.5439696e-001,3.1705418e-001,5.6029293e+000
3.6756804e-001,4.8383121e-001,1.4473767e-001,3.9898169e-001,7.8832749e-001,1.3640359e-001,4.8256398e-001,7.9285815e-001,5.0092779e-001,9.5574771e-001,1.5552864e+001
6.3145116e-001,9.4559716e-001,4.9434015e-001,9.7762831e-001,9.4401300e-001,4.6219147e-001,5.8899831e-001,1.7152151e-001,3.0786493e-001,6.5432485e-001,2.1981002e+001
7.1763442e-001,3.6774413e-001,5.3012424e-001,3.0370742e-001,7.5317924e-001,9.3663890e-002,5.6517279e-001,9.3588821e-002,2.5744314e-001,3.3860901e-001,1.4326814e+001
6.9266939e-001,3.2848557e-001,5.1024243e-001,5.6675512e-001,7.2714841e-001,3.1646956e-001,5.9777073e-001,9.7190550e-002,5.0826570e-001,4.1919976e-001,1.7453091e+001
8.4079061e-002,7.7287548e-001,2.2746915e-001,2.1612231e-001,6.5847916e-001,5.1371081e-001,3.3147865e-001,2.7387013e-001,8.3705874e-001,5.4543777e-001,9.9848309e+000
4.5435515e-001,2.9727402e-001,9.3499391e-001,1.3540508e-001,5.6088055e-001,5.0296176e-001,2.6839595e-001,2.2989224e-001,2.4979366e-001,2.7997004e-001,1.0479535e+001
4.4182830e-001,1.7785436e-001,5.1769208e-001,9.7862011e-001,4.0846935e-001,2.5619678e-001,3.0847321e-001,3.7208194e-002,4.2090040e-001,7.3921387e-001,1.4199844e+001
3.5325046e-001,6.9079916e-001,4.5926090e-001,2.1433100e-001,1.3942723e-001,3.5871020e-001,6.8828469e-001,7.6376112e-001,7.7291617e-002,7.6968568e-001,9.1290842e+000
1.5360636e-001,2.6394486e-001,7.7673799e-001,1.3578735e-001,4.2117148e-001,9.8966221e-001,8.1063258e-001,4.1446213e-002,3.4884293e-001,9.7844801e-001,5.2411300e+000
6.7564465e-001,4.5773906e-001,7.3380325e-001,5.2663059e-002,4.0885533e-001,4.3346852e-001,6.7651260e-001,4.5523400e-001,9.2599617e-001,6.5026709e-001,1.0687708e+001
6.9921333e-001,8.4369242e-001,6.0238192e-001,2.6463873e-001,4.2344493e-001,9.8324528e-001,8.3454646e-001,3.2088766e-001,1.1852211e-001,4.1978534e-001,1.4865689e+001
7.2750913e-001,8.8149866e-001,5.6929031e-002,7.5732111e-001,6.2669385e-001,6.2649751e-001,7.9878456e-001,9.9255489e-001,9.7368535e-001,3.4135972e-001,2.3234444e+001
4.7838438e-001,7.0001996e-001,7.2003199e-002,4.3569250e-001,2.1538790e-001,6.0595084e-001,9.6128215e-001,9.7611880e-001,5.8481906e-001,4.1145109e-001,1.7837716e+001
5.5484199e-001,7.5569099e-001,6.3568163e-001,5.0665814e-001,3.0981481e-002,1.6094825e-001,9.8343199e-001,4.1123574e-002,6.0105397e-001,4.1649072e-001,1.4902059e+001
1.2104711e-001,9.7451480e-001,8.7633382e-001,4.9472363e-001,1.0411537e-001,4.6804214e-001,1.0586532e-003,7.1431707e-001,3.1541238e-001,3.3189500e-001,1.1457030e+001
4.5075394e-001,4.0215268e-001,4.2747944e-001,9.4209092e-002,6.1179033e-002,8.3724755e-001,5.3459318e-001,6.3140334e-002,6.1998129e-001,8.6077727e-001,7.1160941e+000
7.1588295e-001,1.3127864e-001,7.0840342e-001,9.7121009e-001,7.1150762e-001,6.4325083e-002,6.2825371e-001,7.6278439e-001,5.7439202e-001,2.9537214e-001,1.7776326e+001
8.9284161e-001,7.2473389e-001,7.0190120e-002,4.2490008e-001,5.3341665e-001,2.8738403e-001,1.1061383e-001,9.5981121e-001,3.9856909e-001,6.9233809e-001,2.1674415e+001
2.7310247e-001,8.9951821e-001,1.9065161e-002,2.7019042e-001,6.7678726e-001,6.2766101e-001,7.0154902e-001,1.7780529e-001,1.7856976e-001,9.9310981e-002,1.6328527e+001
2.5476930e-001,1.7070131e-001,5.0830986e-001,9.3525024e-001,5.5374050e-001,1.9718793e-001,5.1672834e-001,6.6093747e-001,1.3125913e-001,9.9639739e-001,1.2461991e+001
8.6560348e-001,4.3028691e-002,8.6940599e-001,2.2074913e-001,4.1579304e-001,8.7404094e-001,8.4716315e-003,7.7093498e-001,1.6218406e-001,4.1904429e-001,9.2209489e+000
2.3235037e-001,4.7915922e-001,7.9854901e-001,1.8961936e-001,6.4399540e-001,1.4728740e-001,2.4368206e-001,6.8678108e-001,9.6763720e-001,3.9211845e-001,9.9357471e+000
8.0487174e-001,9.3936285e-002,7.9923406e-001,2.8059547e-001,5.3817204e-001,8.5953494e-001,2.1514856e-001,3.8220554e-001,1.8365165e-001,3.1966468e-001,8.2593513e+000
9.0839754e-001,6.5004983e-001,1.9611330e-001,6.7405958e-001,7.5228289e-001,9.6351202e-001,8.9172740e-001,4.0876948e-001,9.2722690e-002,4.6299041e-001,2.2263006e+001
2.3189432e-001,9.5227754e-001,7.1437437e-001,5.9820533e-001,2.5335854e-002,9.2446398e-002,4.7102963e-001,4.5692470e-001,3.9418800e-001,3.9980122e-001,1.4975358e+001
2.3931256e-001,4.5771270e-001,2.1500843e-001,3.8884688e-001,2.2906798e-001,1.4675569e-001,4.7952742e-002,8.3218328e-001,9.8269075e-001,5.4044825e-001,1.0739779e+001
4.9754484e-002,5.3688065e-001,7.8650742e-001,9.3584301e-001,7.1489533e-001,4.5355626e-001,5.8306326e-001,4.5864961e-001,2.2796918e-001,7.8221461e-001,1.7370226e+001
7.8384075e-002,6.6487146e-002,1.7214753e-001,8.2694146e-001,3.7453855e-001,7.5700074e-001,3.4875452e-001,3.3467793e-001,2.2358079e-001,5.9418112e-001,1.2960112e+001
6.4081541e-001,4.9387008e-001,2.0614723e-001,5.1275411e-002,5.7935540e-001,6.1519954e-001,4.5125314e-002,5.1838495e-001,1.6634263e-001,5.6976216e-001,1.5384552e+001
1.9088657e-001,4.1754097e-001,4.6447419e-001,8.2770210e-001,8.9582054e-001,1.3567763e-001,1.2309590e-001,5.2508817e-001,1.0166121e-001,8.1061994e-001,1.4919413e+001
8.4386950e-001,2.9225705e-001,7.4526505e-002,3.8780701e-001,7.5479871e-001,3.0299757e-001,6.4154971e-001,4.2535106e-002,9.5939642e-001,9.3852976e-001,1.7128577e+001
1.7390025e-001,2.8966394e-001,5.9658051e-001,4.4573473e-001,1.5597963e-002,4.1532586e-001,2.1913870e-001,7.1662570e-001,4.2678468e-001,6.7687576e-001,6.0866755e+000
1.7079281e-001,7.5384600e-001,1.9099047e-001,9.1715410e-003,5.0161600e-001,6.4991334e-001,5.2361323e-001,4.2253569e-001,5.9060945e-001,8.1000354e-001,9.6352291e+000
9.9429549e-001,9.6795712e-002,9.3481737e-001,2.8018584e-001,7.1947669e-001,8.3467497e-001,5.2820595e-001,6.5715725e-001,1.9362867e-001,4.9770533e-001,1.2042077e+001
4.3979086e-001,7.6917011e-002,3.0751251e-001,2.9201735e-001,2.7179625e-001,3.6668792e-001,7.9337904e-001,9.6203538e-001,1.2549653e-001,5.2580713e-001,6.7161774e+000
3.4004795e-001,7.2091503e-001,4.6189212e-001,4.2988790e-001,7.2775948e-001,1.2835387e-001,6.7071575e-001,4.7576558e-001,5.4591421e-001,5.2840295e-001,1.4327722e+001
3.1421731e-001,7.6491151e-001,8.2975328e-001,7.0133643e-001,7.8913259e-001,8.9663631e-001,3.4048351e-001,6.7487745e-001,5.0453460e-001,2.5816691e-001,2.0538403e+001
3.6507839e-001,6.5794492e-001,3.0013751e-001,1.0357548e-002,8.6098630e-001,1.8120703e-001,3.0974775e-001,1.1630015e-001,6.2731733e-001,3.8938624e-001,1.0957650e+001
3.9323955e-001,8.1040852e-001,7.0961985e-001,2.3699666e-001,8.8818518e-002,5.4902678e-001,1.4321636e-002,6.9553087e-001,3.6608774e-001,6.5490809e-001,1.2199925e+001
5.9152520e-001,3.7424309e-001,7.4601075e-002,4.0147587e-001,1.9575746e-001,9.7634000e-001,3.8670349e-001,3.1825583e-001,8.2980234e-001,4.9763581e-001,1.3015713e+001
1.1974662e-001,3.0623148e-001,7.5021581e-001,8.7691429e-002,9.7578228e-001,4.6315925e-001,4.8547276e-001,8.2946475e-001,4.9580366e-001,3.5264666e-001,7.6643781e+000
3.8128797e-002,3.7069960e-001,4.6890540e-001,8.8354594e-001,8.1618940e-001,5.7701383e-001,6.2834186e-002,7.9054686e-001,8.5697687e-001,1.3518425e-001,1.3841689e+001
4.5859795e-001,7.0674712e-001,9.4491396e-001,4.3651238e-001,6.9814236e-001,4.3710893e-001,2.7780230e-001,8.0019723e-001,8.1294672e-001,6.9962399e-002,2.0005605e+001
8.6986735e-001,1.6836629e-001,1.3973898e-002,3.0879015e-001,1.4568400e-001,2.7364916e-001,4.5991605e-001,9.8949620e-001,9.5273866e-001,2.8852841e-001,1.4217737e+001
9.3423652e-001,8.1372101e-001,5.4198845e-002,8.2425685e-001,7.1111740e-001,4.2524366e-001,7.6243745e-001,8.6975587e-001,7.1176508e-001,9.1052446e-002,2.1982358e+001
2.6444917e-001,4.6622832e-001,7.3844887e-001,6.8749353e-001,5.2649831e-001,3.2888237e-002,5.2489514e-001,8.2007009e-001,5.4069100e-002,2.2115450e-001,1.2096628e+001
1.6030034e-001,7.2228568e-001,6.3556508e-001,5.3041397e-001,9.1998326e-001,8.7757567e-002,6.8020390e-002,9.5062410e-001,7.5625932e-001,8.2821807e-001,1.2597715e+001
8.7285526e-001,9.9486891e-001,9.3097220e-001,1.7758868e-001,2.1851322e-001,8.9545750e-001,7.9992383e-001,5.6887641e-001,5.1152229e-001,5.4951987e-001,1.1657076e+001
2.3788031e-001,3.6250302e-001,4.6096061e-001,8.9701358e-001,5.7154557e-001,3.9699541e-001,4.5776304e-001,1.0636504e-001,6.7872040e-002,1.9494872e-001,1.4421174e+001
6.4583125e-001,7.3082814e-001,5.1288994e-001,8.0996848e-001,1.6300432e-001,4.4146583e-001,1.3754369e-001,6.4582736e-001,4.2142121e-001,6.5638456e-001,1.9258566e+001
9.6688742e-001,6.4966741e-001,4.2448111e-001,3.8912886e-001,3.8873078e-001,8.8557264e-001,2.6231457e-001,2.4073580e-001,2.6425452e-001,1.2469704e-001,1.6093613e+001
6.6493121e-001,6.8133908e-001,4.1591694e-001,4.7899794e-001,2.3402806e-001,7.2481162e-001,6.3804933e-002,8.8752028e-002,5.5728384e-002,2.3797635e-002,1.3872482e+001
8.7038103e-001,7.6119200e-003,3.8823428e-001,6.0740050e-001,7.5716825e-001,4.5677217e-001,3.4807291e-001,9.8760636e-001,6.1520367e-001,9.6720639e-001,9.6731228e+000
9.9273048e-003,6.5414930e-001,8.5553721e-001,6.5190448e-001,1.1738900e-001,8.1521868e-001,4.8918422e-001,7.4402559e-001,7.7962103e-001,4.1170628e-001,9.1338212e+000
1.3700989e-001,9.4523514e-001,8.2301891e-001,7.6252364e-001,3.9749467e-001,6.3570051e-001,5.3141243e-001,5.4610916e-001,6.7949305e-001,2.3365157e-001,1.4638644e+001
8.1875583e-001,6.1327104e-001,9.1391035e-001,4.4770920e-001,4.3717986e-001,8.3899958e-001,2.8753176e-001,4.2188215e-001,5.9695752e-001,9.5984924e-001,1.9907123e+001
4.3016605e-001,7.8292798e-001,8.3604194e-001,6.4298250e-001,9.8773779e-001,1.9776531e-001,8.6634905e-001,7.8617967e-001,2.5668785e-001,7.3781408e-001,2.3862036e+001
8.9032172e-001,3.1534871e-003,8.6808759e-001,2.8058327e-001,5.0222566e-001,8.0749682e-001,5.6455088e-001,8.0983976e-001,2.6772369e-001,3.9295459e-001,8.0764944e+000
7.3490821e-001,7.9695785e-001,7.7558726e-001,4.4328647e-001,9.7744497e-001,9.2299341e-001,8.9272966e-001,6.2876493e-001,7.0467062e-001,3.2278422e-002,2.1706329e+001
6.8732359e-001,6.4181666e-001,4.3192792e-001,2.4820401e-001,3.5204661e-001,7.4353229e-001,6.5067911e-001,3.1857577e-001,9.6023249e-001,5.6815233e-001,1.3468240e+001
3.4611197e-001,1.7847862e-001,4.3609799e-001,1.5161882e-001,2.1976644e-001,3.6570761e-001,6.7279992e-001,3.0266937e-001,9.6944262e-001,7.3114325e-001,4.6327299e+000
1.6603474e-001,5.2940073e-001,2.2430473e-001,2.0652687e-001,9.7595189e-001,2.0033116e-002,2.6427959e-001,4.9097370e-002,1.7244965e-001,1.5612099e-001,1.0408757e+001
1.5561258e-001,2.1874351e-001,1.3184340e-002,9.1416014e-001,7.1371197e-001,9.2392343e-001,9.5092983e-001,6.0211189e-001,8.3311972e-001,3.4817766e-001,1.9104227e+001
1.9111631e-001,5.4805244e-001,3.7596625e-001,5.8260759e-001,7.5086781e-001,1.1080120e-001,6.2626763e-001,2.2436722e-001,3.5662506e-001,9.0112883e-001,1.2868393e+001
4.2245153e-001,5.8237363e-002,8.3856231e-001,6.9330371e-001,9.9069861e-001,1.1375947e-001,7.0304042e-001,8.5869130e-001,1.1118822e-001,2.3333666e-001,1.5431295e+001
8.5597571e-001,5.8758710e-001,2.8624334e-001,8.5649102e-001,2.2485630e-002,1.9425159e-003,4.2212181e-001,7.5364959e-001,2.3173754e-001,8.2538725e-001,2.0258899e+001
4.9024999e-001,4.1610356e-001,2.8412913e-001,4.8647533e-001,1.9785579e-001,1.6875820e-002,3.4589864e-001,2.6296023e-001,1.7251007e-001,5.8905526e-001,1.2686634e+001
8.1593477e-001,1.8644524e-001,3.2708034e-001,3.4273237e-001,9.4716359e-001,2.5252029e-001,1.0191539e-002,6.6909543e-001,4.4691438e-001,4.0973047e-001,1.4249684e+001
4.6076983e-001,6.3910721e-002,4.7620926e-001,4.1864523e-001,9.1015640e-001,3.8238287e-001,4.5376460e-001,8.6187205e-001,8.3572781e-001,4.7931289e-001,1.1981663e+001
4.5735438e-001,7.4782778e-002,2.2598335e-001,1.1871215e-001,1.6271579e-001,1.7454955e-001,6.5477999e-001,8.4115328e-001,9.0014455e-001,4.8896668e-001,5.0994700e+000
4.5068888e-001,3.1003746e-001,9.6200620e-001,5.1856566e-001,4.5177849e-001,4.3073971e-001,3.3178024e-001,1.7831019e-002,9.1593759e-001,6.0289831e-001,1.5951885e+001
4.1221906e-001,9.4408492e-001,3.0645823e-001,9.7158379e-001,5.7138629e-001,4.5870641e-001,1.6088582e-001,8.0476864e-001,2.1272061e-001,3.1197962e-001,2.3635019e+001
9.0160982e-001,9.8072663e-001,7.7892559e-001,3.2907284e-001,4.7766595e-001,3.4803858e-001,5.8639366e-001,5.3184422e-001,5.2343783e-001,6.6151057e-001,1.0848274e+001
5.5839392e-003,5.5511549e-001,8.9534244e-001,3.3916966e-001,1.0857248e-001,7.4867457e-001,3.7358409e-001,3.1004802e-001,1.4237120e-001,3.7536373e-001,6.0507814e+000
2.9740568e-001,9.8852564e-001,2.5372332e-001,8.0187563e-001,5.6727336e-001,1.3354050e-001,2.2442073e-001,1.2380157e-001,8.7761833e-001,9.8873961e-001,2.0531479e+001
4.9162489e-002,6.9155990e-001,1.4575334e-001,1.5969981e-001,7.7852417e-001,5.9668862e-001,4.2136025e-001,7.9183435e-002,2.0267745e-001,4.9209592e-001,9.0605021e+000
6.9318045e-001,2.4166086e-001,3.4149627e-001,1.5924331e-001,5.4059923e-001,6.0587152e-001,7.2575009e-001,3.8971975e-001,7.2025947e-001,4.0677061e-001,9.5447316e+000
6.5010641e-001,8.0981368e-001,7.3313468e-001,1.6366448e-001,8.2790459e-001,1.3005042e-001,8.4210150e-001,9.9213565e-001,5.7573787e-001,7.0881872e-001,1.8105112e+001
9.8298778e-001,9.3451169e-001,3.3863913e-002,9.1434935e-001,6.7087115e-002,4.0851208e-001,3.4983465e-001,1.5324734e-001,1.1073930e-001,9.1237631e-001,1.8217049e+001
5.5267324e-001,1.2880349e-001,5.4423876e-001,7.7501836e-001,8.0307622e-001,3.0631836e-002,5.2652965e-001,5.0435043e-001,5.6278444e-001,8.4977663e-001,1.3499933e+001
4.0007352e-001,6.8682686e-001,5.5844540e-001,4.2988651e-001,6.2001116e-001,7.2838573e-001,9.9993616e-002,3.2587929e-001,5.2718164e-001,7.2863983e-003,1.5170257e+001
1.9878852e-001,2.9724493e-001,6.6968372e-001,2.5915648e-001,5.2980380e-001,4.7538598e-001,9.3608518e-001,7.1018038e-001,7.1415943e-001,1.1225465e-001,6.8544748e+000
6.2520102e-001,6.4722082e-001,5.8392692e-001,6.2238733e-001,5.2321433e-002,9.0584733e-001,7.2812662e-001,8.5599409e-001,8.5473555e-001,8.0847326e-001,1.6861421e+001
7.3336280e-001,4.6375881e-001,6.8590909e-001,9.8524934e-001,9.1038000e-001,2.4667688e-001,5.1252362e-001,1.1541227e-001,8.3722504e-001,7.9161886e-001,2.1495680e+001
3.7588548e-001,9.2278964e-001,7.6598387e-001,6.3692904e-001,4.7895285e-001,5.2738948e-001,6.3572127e-001,1.7382212e-001,3.4768362e-001,2.2254782e-001,2.0034013e+001
9.8764629e-003,2.4172191e-001,8.9766212e-001,2.3306373e-001,2.8427639e-001,3.9642872e-001,7.4619299e-001,8.9037484e-001,8.1903246e-001,4.7569497e-001,7.2086219e+000
4.1985781e-001,6.6015651e-001,9.6678967e-001,7.8449820e-001,6.6899524e-002,4.6442506e-001,4.3780565e-001,5.1552308e-001,1.5511548e-001,2.1525735e-001,2.0447189e+001
7.5366963e-001,3.3228698e-001,9.0579353e-001,3.4049468e-003,7.9443443e-001,2.5379555e-001,5.5114400e-001,6.4149874e-001,2.6480853e-001,5.0510622e-001,1.5593750e+001
7.9387177e-001,4.7675299e-001,1.7857939e-001,7.9740961e-001,4.3464851e-002,9.8616329e-001,4.3713360e-001,2.2178099e-001,8.5920697e-001,4.0617844e-002,1.9263066e+001
9.1995721e-001,4.6877328e-001,9.7848803e-001,2.0765450e-001,7.7982489e-001,4.2030984e-001,7.1212882e-002,8.9665121e-001,1.4442396e-001,3.1943092e-001,2.0189219e+001
8.4472150e-001,7.0592893e-001,8.9798574e-001,1.9953015e-001,4.4725618e-001,3.1847850e-001,8.2828517e-001,6.6030812e-001,5.7795633e-001,2.4315287e-001,1.5674652e+001
3.6775288e-001,2.3994937e-001,2.9361403e-002,9.7757940e-001,5.6164121e-001,7.5881662e-001,7.3625319e-001,5.6717180e-001,6.2442390e-001,7.6496740e-001,1.8087242e+001
6.2080133e-001,7.1720259e-001,2.8202236e-001,6.2307155e-001,9.8217033e-001,6.4960633e-001,6.5509773e-001,4.6728348e-001,8.9377323e-001,1.9184529e-001,2.1240686e+001
7.3127726e-001,8.6519670e-001,1.8790115e-001,5.5215808e-002,7.9868765e-001,2.9263237e-001,1.2803244e-001,9.8552347e-001,8.2224664e-001,4.5495268e-001,1.5918137e+001
1.9389318e-001,4.1098966e-001,6.0875351e-001,1.4229838e-001,6.5085611e-001,4.0555258e-001,7.5079474e-001,6.5869368e-001,5.5950420e-001,4.9889475e-001,6.8500082e+000
9.0481233e-001,4.2478717e-001,2.0935438e-001,4.0784201e-001,8.6174202e-001,8.9838895e-001,2.1441964e-001,2.2473224e-001,7.3801791e-001,8.4672283e-001,1.8090330e+001
5.6920575e-001,9.5428637e-001,9.9773466e-001,7.7815124e-001,1.8301915e-001,3.0247956e-001,5.4813797e-001,9.1723129e-001,8.9453037e-001,7.5432097e-001,2.4632199e+001
6.3178993e-001,8.8141861e-001,1.6761821e-002,1.6276737e-001,5.5750566e-002,6.6835257e-001,4.3348217e-001,7.2830213e-001,3.9311476e-002,7.4008064e-001,1.5705539e+001
2.3441296e-001,6.9858767e-001,4.3962816e-001,2.6205698e-002,3.2316020e-001,7.7107857e-001,5.3278503e-002,5.0090097e-001,6.3536334e-002,5.4164813e-001,6.8601239e+000
5.4878213e-001,3.0540114e-001,1.4839519e-001,8.5135273e-001,1.8033999e-001,6.8644731e-001,2.0146054e-001,3.8528886e-002,6.3638103e-001,2.5019803e-002,1.6912265e+001
9.3158335e-001,8.2932609e-001,6.2144594e-001,2.5292705e-001,6.2547323e-001,7.3963401e-001,8.7843044e-001,7.5353676e-001,3.8072246e-001,9.8826382e-001,1.2254134e+001
3.3519743e-001,9.7060457e-001,7.5436878e-001,3.9515567e-001,4.9755024e-001,1.9234921e-001,9.8695539e-001,5.7795871e-001,4.2274552e-001,9.8407517e-001,1.6661999e+001
6.5553106e-001,3.0010272e-001,2.8059695e-001,6.8728797e-001,7.1792785e-001,6.8897105e-001,4.0046512e-001,9.5951176e-001,8.0971973e-001,8.5798394e-001,1.6955607e+001
3.9190421e-001,9.9806225e-001,5.2717968e-001,8.7098945e-001,5.6850508e-002,1.2611791e-001,7.1637165e-001,9.2807439e-001,9.4371732e-001,4.1724645e-001,1.6765840e+001
6.2731479e-001,4.4074843e-001,3.1244058e-001,6.8098333e-001,1.1907917e-001,9.5957886e-001,7.4522776e-001,7.5680271e-001,5.8484817e-001,3.3909587e-001,1.4714161e+001
6.9908014e-001,6.2269037e-003,1.8174087e-001,1.3919973e-001,5.2694581e-001,1.0147274e-001,9.4299210e-001,6.7373497e-001,7.5987446e-001,6.9842670e-001,6.4323511e+000
3.9718395e-001,2.9190112e-001,7.7925294e-001,5.7698934e-001,8.7852364e-001,4.5265407e-001,2.1457479e-001,1.2115119e-001,6.4716370e-001,8.5682498e-001,1.4027877e+001
4.1362890e-001,6.9187848e-001,8.0950906e-001,6.8441309e-001,5.3644202e-001,9.5278513e-001,3.7877781e-002,5.6592901e-001,6.1636928e-001,6.6715828e-001,1.8922522e+001
6.5521295e-001,4.9284927e-001,7.2331295e-001,3.1619732e-001,4.7450203e-001,4.0483744e-002,2.8649979e-001,5.5297217e-001,9.9052724e-001,7.8334231e-001,1.4082582e+001
8.3758510e-001,8.3477633e-002,4.5309490e-002,5.1183486e-001,3.3924810e-003,4.7086059e-001,4.0245553e-001,8.2675915e-001,8.8781951e-002,6.1071240e-001,1.0274588e+001
3.7160803e-001,1.9578714e-001,6.1329975e-001,4.4610127e-001,6.9631031e-001,8.8884153e-001,4.5909222e-001,8.8523536e-001,2.8246095e-001,9.8477895e-001,9.4440082e+000
4.2525316e-001,9.7759475e-001,3.3521489e-001,5.2018114e-001,6.1003841e-001,2.1738313e-001,8.5214791e-001,6.4460151e-001,1.8660373e-001,8.3125383e-001,1.8044981e+001
5.9466337e-001,3.6619871e-001,5.8386259e-001,3.6603186e-001,2.5605537e-001,6.5918565e-001,1.4308852e-001,1.9447135e-001,9.6346970e-001,3.6457561e-001,1.1574901e+001
5.6573857e-001,1.3943238e-001,9.1317781e-001,6.5230813e-001,4.1089036e-001,5.2058376e-001,9.7255768e-001,2.3623460e-001,5.6313576e-002,7.9663568e-001,1.4328605e+001
7.1654240e-001,1.4755525e-002,5.0127250e-001,8.7155947e-001,9.2211939e-001,4.8484529e-001,8.4643601e-001,1.4008328e-001,1.7534872e-001,1.8876925e-001,1.4722441e+001
